VMC,Vulcan Materials,15,Materials,1510,Materials,151020,Construction Materials,15102010,Construction Materials
WB,Wachovia Corp. (New),40,Financials,4010,Banks,401010,Commercial Banks,40101010,Diversified Banks
WMT,Wal-Mart Stores,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101040,HyperMarkets & Super Centers
WAG,Walgreen Co.,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101010,Drug Retail
DIS,Walt Disney Co.,25,Consumer Discretionary,2540,Media,254010,Media,25401030,Movies & Entertainment
WM,Washington Mutual,40,Financials,4010,Banks,401020,Thrifts & Mortgage Finance,40102010,Thrifts & Mortgage Finance
WMI,Waste Management Inc.,20,Industrials,2020,Commercial Services & Supplies,202010,Commercial Services & Supplies,20201050,Environmental & Facilities Services
WAT,Waters Corporation,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services
WPI,Watson Pharmaceuticals,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals
WFT,Weatherford International Ltd.,10,Energy,1010,Energy,101010,Energy Equipment & Services,10101020,Oil & Gas Equipment & Services
WLP,WellPoint Inc.,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102030,Managed Health Care
WFC,Wells Fargo,40,Financials,4010,Banks,401010,Commercial Banks,40101010,Diversified Banks
WEN,Wendy's International,25,Consumer Discretionary,2530,Consumer Services,253010,Hotels Restaurants & Leisure,25301040,Restaurants
WU,Western Union Co,45,Information Technology,4510,Software & Services,451020,IT Services,45102020,Data Processing & Outsourced Services
WY,Weyerhaeuser Corp.,15,Materials,1510,Materials,151050,Paper & Forest Products,15105010,Forest Products
WHR,Whirlpool Corp.,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201040,Household Appliances
WFMI,Whole Foods Market,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101030,Food Retail
WMB,Williams Cos.,10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102040,Oil & Gas Storage & Transportation
WIN,Windstream Corporation,50,Telecommunication Services,5010,Telecommunication Services,501010,Diversified Telecommunication Services,50101020,Integrated Telecommunication Services
WWY,Wrigley (Wm) Jr.,30,Consumer Staples,3020,Food Beverage & Tobacco,302020,Food Products,30202030,Packaged Foods & Meats
WYE,Wyeth,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals
WYN,Wyndham Worldwide,25,Consumer Discretionary,2530,Consumer Services,253010,Hotels Restaurants & Leisure,25301020,"Hotels, Resorts & Cruise Lines"
XL,XL Capital,40,Financials,4030,Insurance,403010,Insurance,40301040,Property & Casualty Insurance
XTO,XTO Energy Inc.,10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production
XEL,Xcel Energy Inc,55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities
XRX,Xerox Corp.,45,Information Technology,4520,Technology Hardware & Equipment,452040,Office Electronics,45204010,Office Electronics
XLNX,"Xilinx, Inc",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductor & Semiconductor Equipment,45301020,Semiconductors
YHOO,Yahoo Inc.,45,Information Technology,4510,Software & Services,451010,Internet Software & Services,45101010,Internet Software & Services
YUM,"Yum! Brands, Inc",25,Consumer Discretionary,2530,Consumer Services,253010,Hotels Restaurants & Leisure,25301040,Restaurants
ZMH,Zimmer Holdings,35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment
ZION,Zions Bancorp,40,Financials,4010,Banks,401010,Commercial Banks,40101015,Regional Banks
EBAY,eBay Inc.,45,Information Technology,4510,Software & Services,451010,Internet Software & Services,45101010,Internet Software & Services
